Operacao,area,ope,Objetivo_da_Operacao,Aplicacao_de_Recursos,Tempo_Em_Anos,Percentual_de_Subsidio,Operacao_Prefixada,Pendencia_de_Cobertura_do_PROAGRO,Expurgo_da_Operacao,Tipo_de_Assistencia_Tecnica,Tipo_de_Renegociacao,Amparo_da_Operacao,Operacao_Especial,Associados_Beneficiados,Agricultura_Familiar,Pessoas_Assentadas,Grupo_do_Cliente,Faixa_valores,Tipo_de_Cobertura,Pend??ncia_do_PROCERA,Total_do_FNE_Risco,Tipo_de_Tratamento,Forma_de_Credito,Tipo_de_PROAGRO,Operacao_Estruturada,Cultura_Consorciada,Garantia_LCA,Incidencia_de_IOF,Motivo_Renegociacao,Custo_Efetivo_Total,Tipo_de_Conta,Setor_de_Atividade,Subsidio,Destinacao_de_Recursos,Contra_Partida_do_BID,Semi_Arido,Finalidade_do_Financiamento,Agricultura_Irrigada,Tipo_de_Correcao,Fonte_de_Recursos,Programa_de_Credito,Categoria_do_Produtor,Tipo_de_Recurso,Garantia,Operacao_Alongada,Risco_FNE,Tipo_Lei,Operacao_Consignacao,Tem_Bonus,Tem_debito,Tem_garantia,Tem_Indexador_mensal,Tem_Indexador_diario,Tem_Credito_Evento_Semestral,Tem_Credito_Evento_Anual,Tem_Credito_Evento_Mensal,Tem_Credito_Evento_Trimestral,Tem_Debito_Evento_Semestral,Tem_Debito_Evento_Anual,Tem_Debito_Evento_Mensal,Tem_Debito_Evento_Trimestral,Tem_Debito_Evento_Diario,Tem_Desembolso_Unico,Tem_Carencia,E_Renegociada,E_Transferida,Tem_Prejuizo
1.TTBC.TT7FVG05701.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
1.TTBC.TT7FVG05701.2,1,2,1,21,7,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG05801.1,1,1,18,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG05801.2,1,2,1,21,2,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG05801.3,1,3,1,21,2,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG05801.4,1,4,1,21,8,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG05801.5,1,5,1,21,8,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG05901.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG06001.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG06SSW.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG06SSW.2,1,2,1,21,1,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1.TTBC.TT7FVG06SSW.3,1,3,1,21,1,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1.TTBC.TT7FVG06REE.1,1,1,18,21,2,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG06TTG.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG06RWW.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG06501.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG06601.1,1,1,18,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1.TTBC.TT7FVG06601.2,1,2,18,21,8,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG06701.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG06801.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,1,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG06901.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1.TTBC.TT7FVG07001.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG07001.2,1,2,18,21,2,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
1.TTBC.TT7FVG07001.3,1,3,18,21,3,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
1.TTBC.TT7FVG07001.4,1,4,18,21,7,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG07001.5,1,5,18,21,7,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG07SSW.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG07REE.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1.TTBC.TT7FVG07TTG.1,1,1,18,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1.TTBC.TT7FVG07RWW.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1.TTBC.TT7FVG07501.1,1,1,18,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG07601.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1.TTBC.TT7FVG07701.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG07801.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1.TTBC.TT7FVG07901.1,1,1,1,21,2,0,5,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,NULL,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG07901.2,1,2,18,21,0,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
1.TTBC.TT7FVG07901.3,1,3,18,21,1,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
1.TTBC.TT7FVG07901.4,1,4,18,21,6,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG07901.5,1,5,18,21,6,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG08001.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG08SSW.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,1,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
1.TTBC.TT7FVG08REE.1,1,1,1,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1.TTBC.TT7FVG08TTG.1,1,1,18,21,2,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG08RWW.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1.TTBC.TT7FVG08RWW.2,1,2,1,21,1,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1.TTBC.TT7FVG08RWW.3,1,3,1,21,1,0,2,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1.TTBC.TT7FVG08501.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG08601.1,1,1,18,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG08701.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG08801.1,1,1,18,21,1,0,2,1,0,1,0,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG08901.1,1,1,1,21,1,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG08901.2,1,2,18,21,1,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
1.TTBC.TT7FVG08901.3,1,3,18,21,2,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1
1.TTBC.TT7FVG08901.4,1,4,18,21,7,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG08901.5,1,5,18,21,7,0,5,1,0,1,2,NULL,0,NULL,1,NULL,25,3,NULL,NULL,1,1,3,0,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,3,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1
1.TTBC.TT7FVG09001.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,15,4,1,NULL,1,1,2,1,2,18,373,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG09SSW.1,1,1,1,21,2,0,5,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG09REE.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG09TTG.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,15,4,1,NULL,1,1,2,1,2,18,373,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG09RWW.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG09501.1,1,1,1,21,1,0,5,1,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,15,4,1,NULL,1,1,2,1,2,18,373,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG09601.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG09701.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG09801.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,15,4,1,NULL,1,1,2,1,2,18,373,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG09901.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG1FVG1.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVGSSW01.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,15,4,1,NULL,1,1,2,1,2,18,373,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG10REE.1,1,1,1,21,2,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG10TTG.1,1,1,1,21,0,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,21,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,15,4,1,NULL,1,1,2,1,2,18,373,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG10RWW.1,1,1,1,21,2,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG10501.1,1,1,18,21,2,0,5,1,0,1,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1.TTBC.TT7FVG10601.1,1,1,32,24,5,0,2,0,0,1,0,0,0,NULL,NULL,NULL,26,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,369,5,3,3,0,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG10701.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,15,4,1,NULL,1,1,2,1,2,18,373,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.TT7FVG10801.1,1,1,1,21,1,0,2,1,0,NULL,0,NULL,0,NULL,1,NULL,25,4,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,15,4,1,NULL,1,1,2,1,2,18,373,5,3,3,NULL,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
